ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason
TSRO,TSRO,Tesaro Inc,2012-06-27,2012-06-28,2012,13.5,1.0,,,40090300.0,,0.54121905,,0.54121905,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
QTNA,QTNA,Quantenna Communications Inc,2016-10-28,2016-10-28,2016,16.0,1.0,,,33698500.0,,0.539176,,0.539176,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
BOW,BOW,Bowhead Specialty Holdings Inc,2024-05-23,2024-05-23,2024,17.0,1.0,,32658823.0,30666700.0,0.555199991,0.5213339,,0.5382669455,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
RRTS,RRTS,Roadrunner Transporttn Systems,2010-05-13,2010-05-13,2010,14.0,1.0,,,38265900.0,,0.5357226,,0.5357226,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
MASS,MASS,908 Devices Inc.,2020-12-18,2020-12-18,2020,20.0,1.0,,27300154.0,26200800.0,0.54600308,0.524016,,0.53500954,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
MBX,MBX,"MBX Biosciences, Inc.",2024-09-13,nan,2024,16.0,1.0,,33417418.0,,0.534678688,,,0.534678688,single:edgar,low,ticker+date,drop,~$0.5B at listing (well below $5B)
PLRX,PLRX,Pliant Therapeutics Inc,2020-06-03,2020-06-03,2020,16.0,1.0,,35444025.0,31243000.0,0.5671044,0.499888,,0.5334962,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
SKYT,SKYT,Skywater Technology Inc,2021-04-21,2021-04-21,2021,14.0,1.0,,39059743.0,36855700.0,0.546836402,0.5159798,,0.531408101,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
ACRE,ACRE,Ares Commercial RE Corp,2012-04-25,2012-04-27,2012,18.5,1.0,,9235135.0,28516700.0,0.1708499975,0.52755895,,0.52755895,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
METC,METC,Ramaco Resources Inc,2017-02-03,2017-02-03,2017,13.5,1.0,,39062576.0,39062600.0,0.527344776,0.5273451,,0.5273449379999999,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
CDXS,CDXS,Codexis Inc,2010-04-22,2010-04-22,2010,13.0,1.0,,,40307000.0,,0.523991,,0.523991,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
KPTI,KPTI,Karyopharm Therapeutics,2013-11-06,2013-11-06,2013,16.0,1.0,,29749593.0,35732000.0,0.475993488,0.571712,,0.523852744,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
SVCO,SVCO,"Silvaco Group, Inc.",2024-05-09,2024-05-09,2024,19.0,1.0,,26294217.0,28545700.0,0.499590123,0.5423683,,0.5209792115,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
MX,MX,MagnaChip Semiconductor Corp,2011-03-10,2011-03-11,2011,14.0,1.0,,39357471.0,34568900.0,0.551004594,0.4839646,,0.517484597,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
LUCD,LUCD,Lucid Diagnostics Inc,2021-10-14,2021-10-14,2021,14.0,1.0,,36808647.0,36992100.0,0.515321058,0.5178894,,0.516605229,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
ARVN,ARVN,Arvinas Holding Co LLC,2018-09-27,2018-09-27,2018,16.0,1.0,,32350972.0,32158700.0,0.517615552,0.5145392,,0.5160773759999999,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
PYXS,PYXS,Pyxis Oncology Inc,2021-10-08,2021-10-08,2021,16.0,1.0,,32763887.0,31734100.0,0.524222192,0.5077456,,0.515983896,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
EVLO,EVLO,Evelo Biosciences Inc,2018-05-09,2018-05-09,2018,16.0,1.0,,,31870900.0,,0.5099344,,0.5099344,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
PSNL,PSNL,Personalis Inc,2019-06-20,2019-06-20,2019,17.0,1.0,,31128674.0,28496400.0,0.529187458,0.4844388,,0.506813129,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
ACLX,ACLX,Arcellx Inc,2022-02-04,2022-02-04,2022,15.0,1.0,,,33543500.0,,0.5031525,,0.5031525,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
FRPT,FRPT,Freshpet Inc,2014-11-07,2014-11-07,2014,15.0,1.0,,33467676.0,33512800.0,0.50201514,0.502692,,0.50235357,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
APIC,APIC,Apigee Corp,2015-04-24,2014-06-30,2015,17.0,1.0,,,29530600.0,,0.5020202,,0.5020202,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2014-06-30 != IPO 2015-04-24)
KREF,KREF,KKR Real Estate Fin Trust,2017-05-05,2017-05-05,2017,20.5,1.0,,53711838.0,24158400.0,1.101092679,0.4952472,,0.4952472,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
CCS,CCS,Century Communities Inc,2014-06-18,2014-06-18,2014,23.0,1.0,,21504704.0,21304000.0,0.494608192,0.489992,,0.492300096,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
AOMR,AOMR,Angel Oak Mortgage Inc,2021-06-17,2021-06-17,2021,19.0,1.0,,25502997.0,26213100.0,0.484556943,0.4980489,,0.4913029215,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
CHRS,CHRS,Coherus Biosciences Inc,2014-11-06,2014-11-06,2014,13.5,1.0,,33257978.0,38893000.0,0.448982703,0.5250555,,0.4870191015,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
ARMO,ARMO,Armo Biosciences Inc,2018-01-26,2018-01-26,2018,17.0,1.0,,,28413000.0,,0.483021,,0.483021,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
HIVE,HIVE,Aerohive Networks,2014-03-28,2011-02-02,2014,10.0,1.0,,,48088700.0,,0.480887,,0.480887,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2011-02-02 != IPO 2014-03-28)
PHAT,PHAT,Phathom Pharmaceuticals Inc,2019-10-25,2019-10-25,2019,19.0,1.0,,24526537.0,25883500.0,0.466004203,0.4917865,,0.4788953515,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
HASI,HASI,Hannon Armstrong,2013-04-17,2013-04-18,2013,12.5,1.0,,16529881.0,38269600.0,0.2066235125,0.47837,,0.47837,single:yf,low,ticker+date,drop,~$0.5B at listing (well below $5B)
BDSX,BDSX,Biodesix Inc,2020-10-28,2020-10-28,2020,18.0,1.0,,26541317.0,26420700.0,0.477743706,0.4755726,,0.47665815300000003,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
BMEA,BMEA,Biomea Fusion Inc,2021-04-16,2021-04-16,2021,17.0,1.0,,28767867.0,27267900.0,0.489053739,0.4635543,,0.4763040195,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
SEV,SEV,Sono Group N.V.,2021-11-17,2025-10-16,2021,15.0,1.0,,,31741948.0,,0.47612922,,0.47612922,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-10-16 != IPO 2021-11-17)
MGNX,MGNX,MacroGenics,2013-10-10,2013-10-10,2013,16.0,1.0,,25020288.0,34312000.0,0.400324608,0.548992,,0.47465830400000003,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
QTWO,QTWO,Q2 Holdings Inc,2014-03-20,2014-03-20,2014,13.0,1.0,,34078293.0,38715000.0,0.443017809,0.503295,,0.4731564045,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
REPL,REPL,Replimune Group Inc,2018-07-20,2018-07-20,2018,15.0,1.0,,31553672.0,30838600.0,0.47330508,0.462579,,0.46794204,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
SERV,SERV,ServiceMaster Global Holdings,2014-06-26,2024-03-08,2014,17.0,1.0,,,27074800.0,,0.4602716,,0.4602716,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2024-03-08 != IPO 2014-06-26)
ORIC,ORIC,Oric Pharmaceuticals Inc,2020-04-24,2020-04-24,2020,16.0,1.0,,29903039.0,27542400.0,0.478448624,0.4406784,,0.459563512,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
FBK,FBK,FB Financial Corp,2016-09-16,2016-09-16,2016,19.0,1.0,,23975122.0,23975100.0,0.455527318,0.4555269,,0.45552710900000004,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
RYTM,RYTM,Rhythm Pharmaceuticals Inc,2017-10-05,2017-10-09,2017,17.0,1.0,,27284140.0,26074000.0,0.46383038,0.443258,,0.45354419,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
INMD,INMD,InMode Ltd,2019-08-08,2019-08-08,2019,14.0,1.0,,32799082.0,31973600.0,0.459187148,0.4476304,,0.453408774,auto:edgar+yf,high,ticker+date,drop,~$0.5B at listing (well below $5B)
MBIN,MBIN,Merchants Bancorp,2017-10-27,2017-10-27,2017,16.0,1.0,,28685167.0,27053200.0,0.458962672,0.4328512,,0.445906936,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
BYSI,BYSI,Beyondspring Inc,2017-03-09,2017-03-09,2017,20.0,1.0,,21707925.0,22707900.0,0.4341585,0.454158,,0.44415825,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
PTCT,PTCT,PTC Therapeutics Inc,2013-06-19,2013-06-20,2013,15.0,1.0,,24918266.0,34271700.0,0.37377399,0.5140755,,0.443924745,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
AFIB,AFIB,Acutus Medical Inc,2020-08-06,2020-08-06,2020,18.0,1.0,,,24636700.0,,0.4434606,,0.4434606,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
MMI,MMI,Marcus & Millichap,2013-10-31,2013-10-31,2013,12.0,1.0,,36600897.0,37118000.0,0.439210764,0.445416,,0.442313382,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CDRE,CDRE,Cadre Holdings Inc,2021-11-04,2021-11-04,2021,13.0,1.0,,34383350.0,33252600.0,0.44698355,0.4322838,,0.439633675,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
KLDO,KLDO,Kaleido Biosciences Inc,2019-02-28,2019-02-28,2019,15.0,1.0,,,29304300.0,,0.4395645,,0.4395645,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
TKNO,TKNO,Alpha Teknova Inc,2021-06-25,2021-06-25,2021,16.0,1.0,,28011917.0,26111900.0,0.448190672,0.4177904,,0.43299053600000004,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
AKBA,AKBA,Akebia Therapeutics Inc,2014-03-20,2014-03-20,2014,17.0,1.0,,20262293.0,30632000.0,0.344458981,0.520744,,0.43260149049999996,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CTMX,CTMX,CytomX Therapeutics Inc,2015-10-08,2015-10-08,2015,12.0,1.0,,36024292.0,36024300.0,0.432291504,0.4322916,,0.432291552,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
HOWL,HOWL,Werewolf Therapeutics Inc,2021-04-30,2021-04-30,2021,16.0,1.0,,27567644.0,26289400.0,0.441082304,0.4206304,,0.430856352,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
HBT,HBT,Hbt Financial Inc,2019-10-11,2019-10-11,2019,16.0,1.0,,27457306.0,26327500.0,0.439316896,0.42124,,0.43027844800000004,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
RXST,RXST,RxSight Inc,2021-07-30,2021-07-30,2021,16.0,1.0,,27313004.0,26295000.0,0.437008064,0.42072,,0.428864032,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
AIP,AIP,Arteris Inc,2021-10-27,2021-10-27,2021,14.0,1.0,,31254895.0,29996600.0,0.43756853,0.4199524,,0.428760465,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
SODA,SODA,SodaStream International Ltd,2010-11-02,2010-11-03,2010,20.0,1.0,,,21038400.0,,0.420768,,0.420768,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
TWST,TWST,Twist Bioscience Corp,2018-10-31,2018-10-31,2018,14.0,1.0,,28017924.0,31916900.0,0.392250936,0.4468366,,0.419543768,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
COR,COR,CoreSite Realty Corporation,2010-09-22,1995-04-04,2010,16.0,1.0,,276347761.0,26127400.0,4.421564176,0.4180384,,0.4180384,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 1995-04-04 != IPO 2010-09-22)
BOOT,BOOT,Boot Barn Holdings Inc,2014-10-30,2014-10-30,2014,16.0,1.0,,25709663.0,26352000.0,0.411354608,0.421632,,0.416493304,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
ANRO,ANRO,"Alto Neuroscience, Inc.",2024-02-02,2024-02-02,2024,16.0,1.0,,26883990.0,24225200.0,0.43014384,0.3876032,,0.40887352,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
MGTX,MGTX,Meiragtx Holdings Plc,2018-06-08,2018-06-08,2018,15.0,1.0,,27184132.0,27184100.0,0.40776198,0.4077615,,0.40776174,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
NPCE,NPCE,NeuroPace Inc,2021-04-22,2021-04-22,2021,17.0,1.0,,24291134.0,23613200.0,0.412949278,0.4014244,,0.40718683899999997,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
OPRT,OPRT,Oportun Financial Corp,2019-09-26,2019-09-26,2019,15.0,1.0,,27001251.0,26709800.0,0.405018765,0.400647,,0.4028328825,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
PRLB,PRLB,Proto Labs Inc,2012-02-23,2012-02-24,2012,16.0,1.0,,23916908.0,26163400.0,0.382670528,0.4186144,,0.40064246400000003,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
AURA,AURA,Aura Biosciences Inc,2021-10-29,2021-10-29,2021,14.0,1.0,,29210549.0,28009600.0,0.408947686,0.3921344,,0.400541043,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
IRT,IRT,Independence Realty Trust,2013-08-13,2013-08-13,2013,8.5,1.0,,5643540.0,47071000.0,0.04797009,0.4001035,,0.4001035,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
AOSL,AOSL,Alpha & Omega Semiconductor Lt,2010-04-29,2010-04-29,2010,18.0,1.0,,,22200100.0,,0.3996018,,0.3996018,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
KEYW,KEYW,The KEYW Holding Corp,2010-09-30,2010-10-01,2010,10.0,1.0,,,39934700.0,,0.399347,,0.399347,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
SPWH,SPWH,Sportsman's Warehouse Hldg Inc,2014-04-17,2014-04-17,2014,9.5,1.0,,41818235.0,42004000.0,0.3972732325,0.399038,,0.39815561625,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
TNDM,TNDM,Tandem Diabetes Care,2013-11-14,2013-11-14,2013,15.0,1.0,,22980784.0,30075000.0,0.34471176,0.451125,,0.39791838,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
QLYS,QLYS,Qualys Inc,2012-09-27,2012-09-28,2012,12.0,1.0,,31409793.0,34194800.0,0.376917516,0.4103376,,0.39362755800000004,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CRNX,CRNX,Crinetics Pharmaceuticals Inc,2018-07-18,2018-07-18,2018,17.0,1.0,,24024231.0,22008000.0,0.408411927,0.374136,,0.3912739635,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CSTE,CSTE,CaesarStone Sdot-Yam Ltd,2012-03-21,2012-03-22,2012,11.0,1.0,,,35294800.0,,0.3882428,,0.3882428,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
TERN,TERN,Terns Pharmaceuticals Inc,2021-02-05,2021-02-05,2021,17.0,1.0,,,22721700.0,,0.3862689,,0.3862689,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
VRCA,VRCA,Verrica Pharmaceuticals Inc,2018-06-15,2018-06-15,2018,15.0,1.0,,25696371.0,24946400.0,0.385445565,0.374196,,0.37982078249999995,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
PN,PN,Patriot National Inc,2015-01-16,2025-03-04,2015,14.0,1.0,,,27000000.0,,0.378,,0.378,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-03-04 != IPO 2015-01-16)
PAL,PAL,"Proficient Auto Logistics, Inc",2024-05-09,2024-05-09,2024,15.0,1.0,,26089833.0,24113000.0,0.391347495,0.361695,,0.3765212475,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
IRTC,IRTC,iRhythm Technologies Inc,2016-10-20,2016-10-20,2016,17.0,1.0,,22126981.0,22127000.0,0.376158677,0.376159,,0.3761588385,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
VYGR,VYGR,Voyager Therapeutics Inc,2015-11-11,2015-11-11,2015,14.0,1.0,,26749240.0,26749200.0,0.37448936,0.3744888,,0.37448908000000003,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
FULC,FULC,Fulcrum Therapeutics Inc,2019-07-18,2019-07-18,2019,16.0,1.0,,23340419.0,23340000.0,0.373446704,0.37344,,0.373443352,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
THR,THR,Thermon Group Holdings Inc,2011-05-04,2011-05-05,2011,12.0,1.0,,29523641.0,32209000.0,0.354283692,0.386508,,0.370395846,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CCIH,CCIH,ChinaCache Intl Hldg Ltd,2010-09-30,2010-10-01,2010,13.9,2.0,371297000.0,,26641700.0,,0.37031963,,0.37031963,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
VSTM,VSTM,Verastem Inc,2012-01-26,2012-01-27,2012,10.0,1.0,,21059116.0,36934800.0,0.21059116,0.369348,,0.369348,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
OVID,OVID,Ovid Therapeutics Inc,2017-05-05,2017-05-05,2017,15.0,1.0,,24601936.0,24623500.0,0.36902904,0.3693525,,0.36919077,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
AQST,AQST,Aquestive Therapeutics Inc,2018-07-25,2018-07-25,2018,15.0,1.0,,24941851.0,24000000.0,0.374127765,0.36,,0.3670638825,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
KOD,KOD,Kodiak Sciences Inc,2018-10-04,2018-10-04,2018,10.0,1.0,,36829857.0,36407500.0,0.36829857,0.364075,,0.366186785,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
SAFE,SAFE,Safety Income & Growth Inc,2017-06-22,1989-11-16,2017,20.0,1.0,,72190312.0,18190000.0,1.44380624,0.3638,,0.3638,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 1989-11-16 != IPO 2017-06-22)
KALA,KALA,Kala Pharmaceuticals Inc,2017-07-20,2017-07-20,2017,15.0,1.0,,24227050.0,24227000.0,0.36340575,0.363405,,0.36340537500000003,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
DEA,DEA,Easterly Government Properties,2015-02-05,2015-02-06,2015,15.0,1.0,,24168379.0,24168400.0,0.362525685,0.362526,,0.3625258425,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
RBB,RBB,RBB Bancorp,2017-07-26,2017-07-26,2017,23.0,1.0,,15787611.0,15685600.0,0.363115053,0.3607688,,0.3619419265,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
AMBR,AMBR,Amber Road Inc,2014-03-21,2017-12-21,2014,13.0,1.0,,,27792200.0,,0.3612986,,0.3612986,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2017-12-21 != IPO 2014-03-21)
IOBT,IOBT,IO Biotech Inc,2021-11-05,2021-11-05,2021,14.0,1.0,,,25727200.0,,0.3601808,,0.3601808,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
FN,FN,Fabrinet,2010-06-24,2010-06-25,2010,10.0,1.0,,,35939600.0,,0.359396,,0.359396,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
MIST,MIST,Milestone Pharmaceuticals Inc,2019-05-09,2019-05-09,2019,15.0,1.0,,24490742.0,23147600.0,0.36736113,0.347214,,0.35728756500000003,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
BOLD,BOLD,Boundless Bio Inc,2024-03-28,2024-03-28,2024,16.0,1.0,,22254537.0,22239300.0,0.356072592,0.3558288,,0.355950696,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
IFRX,IFRX,InflaRx NV (Fireman BV?),2017-11-08,2017-11-07,2017,15.0,1.0,,23812100.0,23411000.0,0.3571815,0.351165,,0.35417325,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CHEF,CHEF,The Chefs Warehouse Inc,2011-07-27,2011-07-28,2011,15.0,1.0,,20834938.0,26291000.0,0.31252407,0.394365,,0.353444535,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
BWB,BWB,Bridgewater Bancshares Inc,2018-03-14,2018-03-14,2018,11.75,1.0,,,30059400.0,,0.35319795,,0.35319795,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
TCRX,TCRX,TScan Therapeutics Inc,2021-07-16,2021-07-16,2021,15.0,1.0,,,23521700.0,,0.3528255,,0.3528255,single:yf,low,ticker+date,drop,~$0.4B at listing (well below $5B)
ESTA,ESTA,Establishment Labs Hldg Inc.,2018-07-19,2018-07-19,2018,18.0,1.0,,20471340.0,18486700.0,0.36848412,0.3327606,,0.35062236,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
CVRX,CVRX,CVRx Inc,2021-06-30,2021-06-30,2021,18.0,1.0,,20345926.0,18544900.0,0.366226668,0.3338082,,0.35001743399999996,auto:edgar+yf,high,ticker+date,drop,~$0.4B at listing (well below $5B)
SRRK,SRRK,Scholar Rock Holding Corp,2018-05-24,2018-05-25,2018,14.0,1.0,,25243684.0,24440500.0,0.353411576,0.342167,,0.347789288,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
PLMR,PLMR,Palomar Holdings Inc,2019-04-17,2019-04-17,2019,15.0,1.0,,23468750.0,22625000.0,0.35203125,0.339375,,0.345703125,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
MIRM,MIRM,Mirum Pharmaceuticals Inc,2019-07-18,2019-07-18,2019,15.0,1.0,,22989987.0,23015800.0,0.344849805,0.345237,,0.3450434025,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
WVE,WVE,WaVe Life Sciences Ltd,2015-11-11,2015-11-11,2015,16.0,1.0,,21551423.0,21551400.0,0.344822768,0.3448224,,0.344822584,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
NORD,NORD,Nord Anglia Education,2014-03-26,1996-06-12,2014,16.0,1.0,,21490621.0,,0.343849936,,,0.343849936,single:edgar,low,ticker+date,drop,ticker reused by another company (yfinance first trade 1996-06-12 != IPO 2014-03-26)
STRO,STRO,Sutro Biopharma Inc,2018-09-26,2018-09-27,2018,15.0,1.0,,22848184.0,22823600.0,0.34272276,0.342354,,0.34253838000000003,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
IBP,IBP,Installed Building Products,2014-02-13,2014-02-13,2014,11.0,1.0,,30601401.0,31366300.0,0.336615411,0.3450293,,0.34082235549999995,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
GLOB,GLOB,Globant SA,2014-07-18,2014-07-18,2014,10.0,1.0,,,34007000.0,,0.34007,,0.34007,single:yf,low,ticker+date,drop,~$0.3B at listing (well below $5B)
MSBI,MSBI,Midland States Bancorp Inc,2016-05-24,2016-05-24,2016,22.0,1.0,,15401284.0,15394800.0,0.338828248,0.3386856,,0.338756924,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
KNSL,KNSL,Kinsale Capital Group Inc,2016-07-28,2016-07-28,2016,16.0,1.0,,20968707.0,21181100.0,0.335499312,0.3388976,,0.337198456,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
GEVO,GEVO,Gevo Inc,2011-02-08,2011-02-09,2011,15.0,1.0,,25957237.0,18998900.0,0.389358555,0.2849835,,0.3371710275,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
NGVC,NGVC,Natural Grocers by Vitamin Cot,2012-07-24,2012-07-25,2012,15.0,1.0,,22401924.0,22498300.0,0.33602886,0.3374745,,0.33675168,auto:edgar+yf,high,ticker+date,drop,~$0.3B at listing (well below $5B)
